W Wheat Futures
MAR18     422'2     425'6     421'2     424'6     425'2    +3'6       51901      421'4       53024      294922
MAY18     435'0     438'4     434'4     437'6     438'2    +3'6       15074      434'4       14843      103058
JLY18     447'4     451'4     447'4     451'0     451'2    +3'4       10970      447'6       10902       77170
SEP18     461'6     466'0     461'6     465'4A    466'0    +4'0        1988      462'0        1788       29367
DEC18     480'0     485'0     480'0     484'2     484'6    +4'4        3369      480'2        3077       47549
MAR19     494'2     498'2     494'2     498'0A    498'2    +5'0         240      493'2         229        4460
MAY19      ----     504'0B     ----     504'0B    506'6    +5'2           5      501'4          31         159
JLY19     506'2     508'4B    505'2A    508'4B    509'0    +5'6          35      503'2          35         808
SEP19      ----      ----      ----      ----     517'6    +5'2           9      512'4                      51
DEC19      ----      ----      ----      ----     534'2    +5'2          11      529'0           2          40
MAR20      ----      ----      ----      ----     540'6    +8'4           8      532'2                      12
MAY20      ----      ----      ----      ----     540'6    +8'6                  532'0
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1     -'1                     '2
3200       ----      ----      ----      ----        '2    UNCH                     '2
3300       ----      ----      ----      ----        '3     -'1                     '4
3400       ----      ----      ----      ----        '4     -'1                     '5
3500       ----      ----      ----      ----        '6     -'1                     '7
3600       ----      ----      ----      ----       1'0     -'2                    1'2
3700       ----      ----      ----      ----       1'4     -'1                    1'5
3800       ----      ----      ----      ----       2'0     -'2                    2'2
3900       ----      ----      ----      ----       2'6     -'3                    3'1
4000       ----      ----       4'0A     ----       3'6     -'4                    4'2                       2
4100       ----      ----      ----      ----       4'7     -'7                    5'6
4200       ----      ----      ----      ----       6'4    -1'1                    7'5
4300       ----      ----      ----      ----       8'3    -1'4                    9'7
4400       ----      ----      ----      ----      10'6    -2'0                   12'6
4500       ----      ----      ----      ----      13'6    -2'3                   16'1
4600       ----      ----      ----      ----      17'3    -2'4                   19'7
4700       ----      ----      ----      ----      21'4    -2'6                   24'2
4800       ----      ----      ----      ----      26'2    -2'6                   29'0
4900       ----      ----      ----      ----      31'4    -2'5                   34'1
5000       ----      ----      ----      ----      37'2    -2'3                   39'5
5100       ----      ----      ----      ----      43'3    -2'0                   45'3
5200       ----      ----      ----      ----      49'6    -2'0                   51'6
5300       ----      ----      ----      ----      56'5    -1'6                   58'3
5400       ----      ----      ----      ----      63'7    -1'6                   65'5
5500       ----      ----      ----      ----      71'3    -2'0                   73'3
5600       ----      ----      ----      ----      79'3    -2'2                   81'5
5700       ----      ----      ----      ----      87'4    -2'6                   90'2
5800       ----      ----      ----      ----      96'0    -3'1                   99'1
5900       ----      ----      ----      ----     104'5    -3'4                  108'1
6000       ----      ----      ----      ----     113'3    -3'7                  117'2
6100       ----      ----      ----      ----     122'2    -4'0                  126'2
6200       ----      ----      ----      ----     131'2    -4'1                  135'3
6300       ----      ----      ----      ----     140'2    -4'2                  144'4
6400       ----      ----      ----      ----     149'3    -4'3                  153'6
6500       ----      ----      ----      ----     158'5    -4'2                  162'7
6600       ----      ----      ----      ----     167'7    -4'3                  172'2
6700       ----      ----      ----      ----     177'2    -4'2                  181'4
6800       ----      ----      ----      ----     186'5    -4'3                  191'0
6900       ----      ----      ----      ----     196'0    -4'4                  200'4
7000       ----      ----      ----      ----     205'4    -4'4                  210'0
7100       ----      ----      ----      ----     215'0    -4'5                  219'5
7200       ----      ----      ----      ----     224'5    -4'5                  229'2
7300       ----      ----      ----      ----     234'1    -4'6                  238'7
7400       ----      ----      ----      ----     243'7    -4'6                  248'5
7500       ----      ----      ----      ----     253'4    -4'7                  258'3
7600       ----      ----      ----      ----     263'2    -4'7                  268'1

WEO MAR18 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     65.00    UNCH                  65.00
10200      ----      ----      ----      ----     63.00    UNCH                  63.00
10400      ----      ----      ----      ----     61.00    UNCH                  61.00
10600      ----      ----      ----      ----     59.00    UNCH                  59.00
10800      ----      ----      ----      ----     57.00    UNCH                  57.00
11000      ----      ----      ----      ----     55.00    UNCH                  55.00
11200      ----      ----      ----      ----     53.00    UNCH                  53.00
11400      ----      ----      ----      ----     51.00    UNCH                  51.00
11600      ----      ----      ----      ----     49.00    UNCH                  49.00
11800      ----      ----      ----      ----     47.00    UNCH                  47.00
12000      ----      ----      ----      ----     45.25    UNCH                  45.25
12200      ----      ----      ----      ----     43.25    UNCH                  43.25
12300      ----      ----      ----      ----     42.25    UNCH                  42.25
12400      ----      ----      ----      ----     41.25    UNCH                  41.25
12500      ----      ----      ----      ----     40.25    UNCH                  40.25
12600      ----      ----      ----      ----     39.25    UNCH                  39.25
12700      ----      ----      ----      ----     38.25    UNCH                  38.25
12800      ----      ----      ----      ----     37.25    UNCH                  37.25
12900      ----      ----      ----      ----     36.25    UNCH                  36.25
13000      ----      ----      ----      ----     35.25    UNCH                  35.25
13100      ----      ----      ----      ----     34.25    UNCH                  34.25
13200      ----      ----      ----      ----     33.50    UNCH                  33.50
13300      ----      ----      ----      ----     32.50    UNCH                  32.50
13400      ----      ----      ----      ----     31.50    UNCH                  31.50
13500      ----      ----      ----      ----     30.50    UNCH                  30.50
13600      ----      ----      ----      ----     29.50    UNCH                  29.50
13700      ----      ----      ----      ----     28.50    UNCH                  28.50
13800      ----      ----      ----      ----     27.50    UNCH                  27.50
13900      ----      ----      ----      ----     26.50    UNCH                  26.50
14000      ----      ----      ----      ----     25.50    UNCH                  25.50
14100      ----      ----      ----      ----     24.75    UNCH                  24.75
14200      ----      ----      ----      ----     23.75    UNCH                  23.75
14300      ----      ----      ----      ----     22.75    UNCH                  22.75
14400      ----      ----      ----      ----     21.75    UNCH                  21.75
14500      ----      ----      ----      ----     20.75    UNCH                  20.75
14600      ----      ----      ----      ----     19.75    -.25                  20.00
14700      ----      ----      ----      ----     19.00    UNCH                  19.00
14800      ----      ----      ----      ----     18.00    UNCH                  18.00
14900      ----      ----      ----      ----     17.00    UNCH                  17.00
15000      ----      ----      ----      ----     16.00    UNCH                  16.00
15100      ----      ----      ----      ----     15.25    UNCH                  15.25
15200      ----      ----      ----      ----     14.25    UNCH                  14.25
15300      ----      ----      ----      ----     13.50    UNCH                  13.50
15400      ----      ----      ----      ----     12.50    UNCH                  12.50
15500      ----      ----      ----      ----     11.50    UNCH                  11.50
15600      ----      ----      ----      ----     10.75    UNCH                  10.75
15700      ----      ----      ----      ----     10.00    UNCH                  10.00
15800      ----      ----      ----      ----      9.25    UNCH                   9.25
15900      ----      ----      ----      ----      8.25    UNCH                   8.25
16000      ----      ----      ----      ----      7.50    UNCH                   7.50
16100      ----      ----      ----      ----      7.00    UNCH                   7.00
16200      ----      ----      ----      ----      6.25    UNCH                   6.25
16300      ----      ----      ----      ----      5.75    UNCH                   5.75
16400      ----      ----      ----      ----      5.00    UNCH                   5.00
16500      ----      ----      ----      ----      4.50    UNCH                   4.50
16600      ----      ----      ----      ----      4.00    UNCH                   4.00
16700      ----      ----      ----      ----      3.75    UNCH                   3.75
16800      ----      ----      ----      ----      3.25    UNCH                   3.25
16900      ----      ----      ----      ----      3.00    UNCH                   3.00
17000      ----      ----      ----      ----      2.75    UNCH                   2.75
17100      ----      ----      ----      ----      2.50    UNCH                   2.50
17200      ----      ----      ----      ----      2.25    UNCH                   2.25
17300      ----      ----      ----      ----      2.25    UNCH                   2.25
17400      ----      ----      ----      ----      2.00    UNCH                   2.00
17500      ----      ----      ----      ----      2.00    UNCH                   2.00
17600      ----      ----      ----      ----      1.75    UNCH                   1.75
17700      ----      ----      ----      ----      1.75    UNCH                   1.75
17800      ----      ----      ----      ----      1.50    UNCH                   1.50
17900      ----      ----      ----      ----      1.50    UNCH                   1.50
18000      ----      ----      ----      ----      1.50    UNCH                   1.50
18100      ----      ----      ----      ----      1.50    UNCH                   1.50
18200      ----      ----      ----      ----      1.25    UNCH                   1.25
18300      ----      ----      ----      ----      1.25    UNCH                   1.25
18400      ----      ----      ----      ----      1.25    UNCH                   1.25
18500      ----      ----      ----      ----      1.25    UNCH                   1.25
18600      ----      ----      ----      ----      1.00    UNCH                   1.00
18700      ----      ----      ----      ----      1.00    UNCH                   1.00
18800      ----      ----      ----      ----      1.00    UNCH                   1.00
18900      ----      ----      ----      ----      1.00    UNCH                   1.00
19000      ----      ----      ----      ----      1.00    UNCH                   1.00
19100      ----      ----      ----      ----      1.00    UNCH                   1.00
19200      ----      ----      ----      ----      1.00    UNCH                   1.00
19300      ----      ----      ----      ----      1.00    UNCH                   1.00
19400      ----      ----      ----      ----       .75    UNCH                    .75
19500      ----      ----      ----      ----       .75    UNCH                    .75
19600      ----      ----      ----      ----       .75    UNCH                    .75
19700      ----      ----      ----      ----       .75    UNCH                    .75
19800      ----      ----      ----      ----       .75    UNCH                    .75
19900      ----      ----      ----      ----       .75    UNCH                    .75
20000      ----      ----      ----      ----       .75    UNCH                    .75
20100      ----      ----      ----      ----       .75    UNCH                    .75
20200      ----      ----      ----      ----       .75    UNCH                    .75
20300      ----      ----      ----      ----       .75    UNCH                    .75
20400      ----      ----      ----      ----       .75    UNCH                    .75
20500      ----      ----      ----      ----       .75    UNCH                    .75
20600      ----      ----      ----      ----       .75    UNCH                    .75
20700      ----      ----      ----      ----       .75    UNCH                    .75
20800      ----      ----      ----      ----       .75    UNCH                    .75
20900      ----      ----      ----      ----       .50    UNCH                    .50
21000      ----      ----      ----      ----       .50    UNCH                    .50
21100      ----      ----      ----      ----       .50    UNCH                    .50
21200      ----      ----      ----      ----       .50    UNCH                    .50
21300      ----      ----      ----      ----       .50    UNCH                    .50
21400      ----      ----      ----      ----       .50    UNCH                    .50
21500      ----      ----      ----      ----       .50    UNCH                    .50
21600      ----      ----      ----      ----       .50    UNCH                    .50
21700      ----      ----      ----      ----       .50    UNCH                    .50
21800      ----      ----      ----      ----       .50    UNCH                    .50
21900      ----      ----      ----      ----       .50    UNCH                    .50
22000      ----      ----      ----      ----       .50    UNCH                    .50
22100      ----      ----      ----      ----       .50    UNCH                    .50
22200      ----      ----      ----      ----       .50    UNCH                    .50
22300      ----      ----      ----      ----       .50    UNCH                    .50
22400      ----      ----      ----      ----       .50    UNCH                    .50
22500      ----      ----      ----      ----       .50    UNCH                    .50
22600      ----      ----      ----      ----       .50    UNCH                    .50
22700      ----      ----      ----      ----       .50    UNCH                    .50
22800      ----      ----      ----      ----       .50    UNCH                    .50
22900      ----      ----      ----      ----       .50    UNCH                    .50
23000      ----      ----      ----      ----       .50    UNCH                    .50
23100      ----      ----      ----      ----       .50    UNCH                    .50
23200      ----      ----      ----      ----       .50    UNCH                    .50
23300      ----      ----      ----      ----       .50    UNCH                    .50
23400      ----      ----      ----      ----       .50    UNCH                    .50
23600      ----      ----      ----      ----       .50    UNCH                    .50
23800      ----      ----      ----      ----       .50    UNCH                    .50
24000      ----      ----      ----      ----       .50    UNCH                    .50
24200      ----      ----      ----      ----       .50    UNCH                    .50
24400      ----      ----      ----      ----       .50    UNCH                    .50
24600      ----      ----      ----      ----       .50    UNCH                    .50
24800      ----      ----      ----      ----       .50    UNCH                    .50
25000      ----      ----      ----      ----       .50    UNCH                    .50
25200      ----      ----      ----      ----       .50    UNCH                    .50
25400      ----      ----      ----      ----       .50    UNCH                    .50
25600      ----      ----      ----      ----       .50    UNCH                    .50
25800      ----      ----      ----      ----       .50    UNCH                    .50
26000      ----      ----      ----      ----       .50    UNCH                    .50
26200      ----      ----      ----      ----       .50    UNCH                    .50
26400      ----      ----      ----      ----       .50    UNCH                    .50
26600      ----      ----      ----      ----       .50    UNCH                    .50
26800      ----      ----      ----      ----       .50    UNCH                    .50
27000      ----      ----      ----      ----       .50    UNCH                    .50
27200      ----      ----      ----      ----       .50    UNCH                    .50
27400      ----      ----      ----      ----       .50    UNCH                    .50
27600      ----      ----      ----      ----       .50    UNCH                    .50
27800      ----      ----      ----      ----       .50    UNCH                    .50
8200       ----      ----      ----      ----     82.75    UNCH                  82.75
8400       ----      ----      ----      ----     80.75    UNCH                  80.75
8600       ----      ----      ----      ----     78.75    UNCH                  78.75
8800       ----      ----      ----      ----     76.75    UNCH                  76.75
9000       ----      ----      ----      ----     74.75    UNCH                  74.75
9200       ----      ----      ----      ----     72.75    UNCH                  72.75
9400       ----      ----      ----      ----     70.75    UNCH                  70.75
9600       ----      ----      ----      ----     68.75    UNCH                  68.75
9800       ----      ----      ----      ----     67.00    UNCH                  67.00
WEO MAY18 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     68.50    UNCH                  68.50
10200      ----      ----      ----      ----     66.50    UNCH                  66.50
10400      ----      ----      ----      ----     64.50    UNCH                  64.50
10600      ----      ----      ----      ----     62.50    UNCH                  62.50
10800      ----      ----      ----      ----     60.50    UNCH                  60.50
11000      ----      ----      ----      ----     58.50    UNCH                  58.50
11200      ----      ----      ----      ----     56.50    UNCH                  56.50
11400      ----      ----      ----      ----     54.50    UNCH                  54.50
11600      ----      ----      ----      ----     52.50    UNCH                  52.50
11800      ----      ----      ----      ----     50.50    UNCH                  50.50
12000      ----      ----      ----      ----     48.50    UNCH                  48.50
12200      ----      ----      ----      ----     46.50    UNCH                  46.50
12300      ----      ----      ----      ----     45.50    UNCH                  45.50
12400      ----      ----      ----      ----     44.50    UNCH                  44.50
12500      ----      ----      ----      ----     43.50    UNCH                  43.50
12600      ----      ----      ----      ----     42.50    UNCH                  42.50
12700      ----      ----      ----      ----     41.50    UNCH                  41.50
12800      ----      ----      ----      ----     40.75    UNCH                  40.75
12900      ----      ----      ----      ----     39.75    UNCH                  39.75
13000      ----      ----      ----      ----     38.75    UNCH                  38.75
13100      ----      ----      ----      ----     37.75    UNCH                  37.75
13200      ----      ----      ----      ----     36.75    UNCH                  36.75
13300      ----      ----      ----      ----     35.75    UNCH                  35.75
13400      ----      ----      ----      ----     34.75    UNCH                  34.75
13500      ----      ----      ----      ----     33.75    UNCH                  33.75
13600      ----      ----      ----      ----     32.75    UNCH                  32.75
13700      ----      ----      ----      ----     31.75    UNCH                  31.75
13800      ----      ----      ----      ----     30.75    UNCH                  30.75
13900      ----      ----      ----      ----     29.75    UNCH                  29.75
14000      ----      ----      ----      ----     28.75    UNCH                  28.75
14100      ----      ----      ----      ----     27.75    UNCH                  27.75
14200      ----      ----      ----      ----     27.00    UNCH                  27.00
14300      ----      ----      ----      ----     26.00    UNCH                  26.00
14400      ----      ----      ----      ----     25.00    UNCH                  25.00
14500      ----      ----      ----      ----     24.00    UNCH                  24.00
14600      ----      ----      ----      ----     23.00    UNCH                  23.00
14700      ----      ----      ----      ----     22.25    UNCH                  22.25
14800      ----      ----      ----      ----     21.25    UNCH                  21.25
14900      ----      ----      ----      ----     20.25    UNCH                  20.25
15000      ----      ----      ----      ----     19.50    UNCH                  19.50
15100      ----      ----      ----      ----     18.50    UNCH                  18.50
15200      ----      ----      ----      ----     17.75    UNCH                  17.75
15300      ----      ----      ----      ----     16.75    UNCH                  16.75
15400      ----      ----      ----      ----     16.00    UNCH                  16.00
15500      ----      ----      ----      ----     15.25    UNCH                  15.25
15600      ----      ----      ----      ----     14.25    UNCH                  14.25
15700      ----      ----      ----      ----     13.50    UNCH                  13.50
15800      ----      ----      ----      ----     12.75    UNCH                  12.75
15900      ----      ----      ----      ----     12.00    UNCH                  12.00
16000      ----      ----      ----      ----     11.25    UNCH                  11.25
16100      ----      ----      ----      ----     10.50    UNCH                  10.50
16200      ----      ----      ----      ----     10.00    UNCH                  10.00
16300      ----      ----      ----      ----      9.25    UNCH                   9.25
16400      ----      ----      ----      ----      8.75    UNCH                   8.75
16500      ----      ----      ----      ----      8.00    UNCH                   8.00
16600      ----      ----      ----      ----      7.50    UNCH                   7.50
16700      ----      ----      ----      ----      7.00    UNCH                   7.00
16800      ----      ----      ----      ----      6.50    UNCH                   6.50
16900      ----      ----      ----      ----      6.00    UNCH                   6.00
17000      ----      ----      ----      ----      5.50    UNCH                   5.50
17100      ----      ----      ----      ----      5.25    UNCH                   5.25
17200      ----      ----      ----      ----      4.75    UNCH                   4.75
17300      ----      ----      ----      ----      4.50    UNCH                   4.50
17400      ----      ----      ----      ----      4.25    UNCH                   4.25
17500      ----      ----      ----      ----      4.00    UNCH                   4.00
17600      ----      ----      ----      ----      3.75    UNCH                   3.75
17700      ----      ----      ----      ----      3.50    UNCH                   3.50
17800      ----      ----      ----      ----      3.25    UNCH                   3.25
17900      ----      ----      ----      ----      3.00    UNCH                   3.00
18000      ----      ----      ----      ----      2.75    UNCH                   2.75
18100      ----      ----      ----      ----      2.75    UNCH                   2.75
18200      ----      ----      ----      ----      2.50    UNCH                   2.50
18300      ----      ----      ----      ----      2.50    UNCH                   2.50
18400      ----      ----      ----      ----      2.25    UNCH                   2.25
18500      ----      ----      ----      ----      2.25    UNCH                   2.25
18600      ----      ----      ----      ----      2.00    UNCH                   2.00
18700      ----      ----      ----      ----      2.00    UNCH                   2.00
18800      ----      ----      ----      ----      2.00    UNCH                   2.00
18900      ----      ----      ----      ----      2.00    UNCH                   2.00
19000      ----      ----      ----      ----      1.75    UNCH                   1.75
19100      ----      ----      ----      ----      1.75    UNCH                   1.75
19200      ----      ----      ----      ----      1.75    UNCH                   1.75
19300      ----      ----      ----      ----      1.75    UNCH                   1.75
19400      ----      ----      ----      ----      1.75    UNCH                   1.75
19500      ----      ----      ----      ----      1.75    UNCH                   1.75
19600      ----      ----      ----      ----      1.50    UNCH                   1.50
19700      ----      ----      ----      ----      1.50    UNCH                   1.50
19800      ----      ----      ----      ----      1.50    UNCH                   1.50
19900      ----      ----      ----      ----      1.50    UNCH                   1.50
20000      ----      ----      ----      ----      1.50    UNCH                   1.50
20100      ----      ----      ----      ----      1.50    UNCH                   1.50
20200      ----      ----      ----      ----      1.50    UNCH                   1.50
20300      ----      ----      ----      ----      1.50    UNCH                   1.50
20400      ----      ----      ----      ----      1.50    UNCH                   1.50
20500      ----      ----      ----      ----      1.50    UNCH                   1.50
20600      ----      ----      ----      ----      1.50    UNCH                   1.50
20700      ----      ----      ----      ----      1.50    UNCH                   1.50
20800      ----      ----      ----      ----      1.50    UNCH                   1.50
20900      ----      ----      ----      ----      1.50    UNCH                   1.50
21000      ----      ----      ----      ----      1.50    UNCH                   1.50
21100      ----      ----      ----      ----      1.50    UNCH                   1.50
21200      ----      ----      ----      ----      1.50    UNCH                   1.50
21300      ----      ----      ----      ----      1.50    UNCH                   1.50
21400      ----      ----      ----      ----      1.50    UNCH                   1.50
21500      ----      ----      ----      ----      1.50    UNCH                   1.50
21600      ----      ----      ----      ----      1.50    UNCH                   1.50
21700      ----      ----      ----      ----      1.50    UNCH                   1.50
21800      ----      ----      ----      ----      1.50    UNCH                   1.50
21900      ----      ----      ----      ----      1.50    UNCH                   1.50
22000      ----      ----      ----      ----      1.50    UNCH                   1.50
22100      ----      ----      ----      ----      1.50    UNCH                   1.50
22200      ----      ----      ----      ----      1.50    UNCH                   1.50
22300      ----      ----      ----      ----      1.50    UNCH                   1.50
22400      ----      ----      ----      ----      1.50    UNCH                   1.50
22500      ----      ----      ----      ----      1.50    UNCH                   1.50
22600      ----      ----      ----      ----      1.50    UNCH                   1.50
22700      ----      ----      ----      ----      1.50    UNCH                   1.50
22800      ----      ----      ----      ----      1.50    UNCH                   1.50
22900      ----      ----      ----      ----      1.50    UNCH                   1.50
23000      ----      ----      ----      ----      1.50    UNCH                   1.50
23100      ----      ----      ----      ----      1.50    UNCH                   1.50
23200      ----      ----      ----      ----      1.25    UNCH                   1.25
23300      ----      ----      ----      ----      1.25    UNCH                   1.25
23400      ----      ----      ----      ----      1.25    UNCH                   1.25
23500      ----      ----      ----      ----      1.25    UNCH                   1.25
23600      ----      ----      ----      ----      1.25    UNCH                   1.25
23800      ----      ----      ----      ----      1.25    UNCH                   1.25
24000      ----      ----      ----      ----      1.25    UNCH                   1.25
24200      ----      ----      ----      ----      1.25    UNCH                   1.25
24400      ----      ----      ----      ----      1.25    UNCH                   1.25
24600      ----      ----      ----      ----      1.25    UNCH                   1.25
24800      ----      ----      ----      ----      1.25    UNCH                   1.25
25000      ----      ----      ----      ----      1.25    UNCH                   1.25
25200      ----      ----      ----      ----      1.25    UNCH                   1.25
25400      ----      ----      ----      ----      1.25    UNCH                   1.25
25600      ----      ----      ----      ----      1.25    UNCH                   1.25
25800      ----      ----      ----      ----      1.25    UNCH                   1.25
26000      ----      ----      ----      ----      1.25    UNCH                   1.25
26200      ----      ----      ----      ----      1.00    UNCH                   1.00
26400      ----      ----      ----      ----      1.00    UNCH                   1.00
26600      ----      ----      ----      ----      1.00    UNCH                   1.00
26800      ----      ----      ----      ----      1.00    UNCH                   1.00
27000      ----      ----      ----      ----      1.00    UNCH                   1.00
27200      ----      ----      ----      ----      1.00    UNCH                   1.00
27400      ----      ----      ----      ----      1.00    UNCH                   1.00
27600      ----      ----      ----      ----      1.00    UNCH                   1.00
27800      ----      ----      ----      ----      1.00    UNCH                   1.00
28000      ----      ----      ----      ----      1.00    UNCH                   1.00
28200      ----      ----      ----      ----      1.00    UNCH                   1.00
8200       ----      ----      ----      ----     86.25    UNCH                  86.25
8400       ----      ----      ----      ----     84.25    UNCH                  84.25
8600       ----      ----      ----      ----     82.25    UNCH                  82.25
8800       ----      ----      ----      ----     80.25    UNCH                  80.25
9000       ----      ----      ----      ----     78.25    UNCH                  78.25
9200       ----      ----      ----      ----     76.50    +.25                  76.25
9400       ----      ----      ----      ----     74.50    UNCH                  74.50
9600       ----      ----      ----      ----     72.50    UNCH                  72.50
9800       ----      ----      ----      ----     70.50    UNCH                  70.50
WEO SEP18 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     68.00    UNCH                  68.00
10200      ----      ----      ----      ----     66.00    UNCH                  66.00
10400      ----      ----      ----      ----     64.25    UNCH                  64.25
10600      ----      ----      ----      ----     62.25    UNCH                  62.25
10800      ----      ----      ----      ----     60.50    UNCH                  60.50
11000      ----      ----      ----      ----     58.50    UNCH                  58.50
11200      ----      ----      ----      ----     56.50    UNCH                  56.50
11400      ----      ----      ----      ----     54.75    UNCH                  54.75
11600      ----      ----      ----      ----     52.75    UNCH                  52.75
11800      ----      ----      ----      ----     51.00    UNCH                  51.00
12000      ----      ----      ----      ----     49.00    UNCH                  49.00
12200      ----      ----      ----      ----     47.25    UNCH                  47.25
12300      ----      ----      ----      ----     46.25    UNCH                  46.25
12400      ----      ----      ----      ----     45.50    UNCH                  45.50
12500      ----      ----      ----      ----     44.50    UNCH                  44.50
12600      ----      ----      ----      ----     43.50    UNCH                  43.50
12700      ----      ----      ----      ----     42.75    UNCH                  42.75
12800      ----      ----      ----      ----     41.75    UNCH                  41.75
12900      ----      ----      ----      ----     40.75    UNCH                  40.75
13000      ----      ----      ----      ----     40.00    UNCH                  40.00
13100      ----      ----      ----      ----     39.00    UNCH                  39.00
13200      ----      ----      ----      ----     38.00    UNCH                  38.00
13300      ----      ----      ----      ----     37.25    UNCH                  37.25
13400      ----      ----      ----      ----     36.25    UNCH                  36.25
13500      ----      ----      ----      ----     35.25    UNCH                  35.25
13600      ----      ----      ----      ----     34.50    UNCH                  34.50
13700      ----      ----      ----      ----     33.50    UNCH                  33.50
13800      ----      ----      ----      ----     32.75    UNCH                  32.75
13900      ----      ----      ----      ----     31.75    UNCH                  31.75
14000      ----      ----      ----      ----     31.00    UNCH                  31.00
14100      ----      ----      ----      ----     30.00    UNCH                  30.00
14200      ----      ----      ----      ----     29.25    UNCH                  29.25
14300      ----      ----      ----      ----     28.25    UNCH                  28.25
14400      ----      ----      ----      ----     27.50    UNCH                  27.50
14500      ----      ----      ----      ----     26.50    UNCH                  26.50
14600      ----      ----      ----      ----     25.75    UNCH                  25.75
14700      ----      ----      ----      ----     24.75    UNCH                  24.75
14800      ----      ----      ----      ----     24.00    UNCH                  24.00
14900      ----      ----      ----      ----     23.25    UNCH                  23.25
15000      ----      ----      ----      ----     22.25    UNCH                  22.25
15100      ----      ----      ----      ----     21.50    UNCH                  21.50
15200      ----      ----      ----      ----     20.75    UNCH                  20.75
15300      ----      ----      ----      ----     20.00    UNCH                  20.00
15400      ----      ----      ----      ----     19.25    UNCH                  19.25
15500      ----      ----      ----      ----     18.50    UNCH                  18.50
15600      ----      ----      ----      ----     17.75    UNCH                  17.75
15700      ----      ----      ----      ----     17.00    UNCH                  17.00
15800      ----      ----      ----      ----     16.25    UNCH                  16.25
15900      ----      ----      ----      ----     15.50    UNCH                  15.50
16000      ----      ----      ----      ----     14.75    UNCH                  14.75
16100      ----      ----      ----      ----     14.25    UNCH                  14.25
16200      ----      ----      ----      ----     13.50    UNCH                  13.50
16300      ----      ----      ----      ----     13.00    UNCH                  13.00
16400      ----      ----      ----      ----     12.25    UNCH                  12.25
16500      ----      ----      ----      ----     11.75    UNCH                  11.75
16600      ----      ----      ----      ----     11.25    UNCH                  11.25
16700      ----      ----      ----      ----     10.75    UNCH                  10.75
16800      ----      ----      ----      ----     10.25    UNCH                  10.25
16900      ----      ----      ----      ----      9.75    UNCH                   9.75
17000      ----      ----      ----      ----      9.25    UNCH                   9.25
17100      ----      ----      ----      ----      9.00    UNCH                   9.00
17200      ----      ----      ----      ----      8.50    UNCH                   8.50
17300      ----      ----      ----      ----      8.00    UNCH                   8.00
17400      ----      ----      ----      ----      7.75    UNCH                   7.75
17500      ----      ----      ----      ----      7.50    UNCH                   7.50
17600      ----      ----      ----      ----      7.00    UNCH                   7.00
17700      ----      ----      ----      ----      6.75    UNCH                   6.75
17800      ----      ----      ----      ----      6.50    UNCH                   6.50
17900      ----      ----      ----      ----      6.25    UNCH                   6.25
18000      ----      ----      ----      ----      6.00    UNCH                   6.00
18100      ----      ----      ----      ----      5.75    UNCH                   5.75
18200      ----      ----      ----      ----      5.50    UNCH                   5.50
18300      ----      ----      ----      ----      5.25    UNCH                   5.25
18400      ----      ----      ----      ----      5.25    UNCH                   5.25
18500      ----      ----      ----      ----      5.00    UNCH                   5.00
18600      ----      ----      ----      ----      4.75    UNCH                   4.75
18700      ----      ----      ----      ----      4.75    UNCH                   4.75
18800      ----      ----      ----      ----      4.50    UNCH                   4.50
18900      ----      ----      ----      ----      4.50    UNCH                   4.50
19000      ----      ----      ----      ----      4.25    UNCH                   4.25
19100      ----      ----      ----      ----      4.25    UNCH                   4.25
19200      ----      ----      ----      ----      4.00    UNCH                   4.00
19300      ----      ----      ----      ----      4.00    UNCH                   4.00
19400      ----      ----      ----      ----      4.00    UNCH                   4.00
19500      ----      ----      ----      ----      3.75    UNCH                   3.75
19600      ----      ----      ----      ----      3.75    UNCH                   3.75
19700      ----      ----      ----      ----      3.75    UNCH                   3.75
19800      ----      ----      ----      ----      3.50    UNCH                   3.50
19900      ----      ----      ----      ----      3.50    UNCH                   3.50
20000      ----      ----      ----      ----      3.50    UNCH                   3.50
20100      ----      ----      ----      ----      3.50    UNCH                   3.50
20200      ----      ----      ----      ----      3.25    UNCH                   3.25
20300      ----      ----      ----      ----      3.25    UNCH                   3.25
20400      ----      ----      ----      ----      3.25    UNCH                   3.25
20500      ----      ----      ----      ----      3.25    UNCH                   3.25
20600      ----      ----      ----      ----      3.00    UNCH                   3.00
20700      ----      ----      ----      ----      3.00    UNCH                   3.00
20800      ----      ----      ----      ----      3.00    UNCH                   3.00
20900      ----      ----      ----      ----      3.00    UNCH                   3.00
21000      ----      ----      ----      ----      3.00    UNCH                   3.00
21100      ----      ----      ----      ----      3.00    UNCH                   3.00
21200      ----      ----      ----      ----      3.00    UNCH                   3.00
21300      ----      ----      ----      ----      2.75    UNCH                   2.75
21400      ----      ----      ----      ----      2.75    UNCH                   2.75
21500      ----      ----      ----      ----      2.75    UNCH                   2.75
