W Wheat Futures
SEP19     507'2     514'0     502'0     506'2     505'4    -2'0       38410      507'4       51260      174525
DEC19     519'2     525'0     513'6     516'6     517'2    -2'0       13250      519'2       19187      112001
MAR20     531'4     537'0     526'4     528'4B    529'6    -1'6        4676      531'4        6651       43875
MAY20     535'2     542'2     532'4     534'0A    535'2    -2'2        1894      537'4        1665       10702
JLY20     537'4     542'2B    533'0     533'4     535'2    -3'0        1307      538'2        1156       21251
SEP20     543'2     548'6B    539'6     539'6     541'6    -3'4         138      545'2         297        2689
DEC20     554'2     559'2B    551'0     551'0     553'2    -2'4         126      555'6         291        6233
MAR21     566'6     566'6     560'6A    560'6A    561'0    -3'0          13      564'0                    1075
MAY21     565'0     566'2B    563'2A    563'2A    562'4    -3'0          10      565'4                     144
JLY21     551'6     551'6     549'4     549'4     549'4    -3'2           4      552'6                     122
SEP21      ----      ----      ----      ----     549'4    -3'2                  552'6
5250       ----      32'0B     25'2A     ----      30'1    +1'2                   28'7         102         641
5300       31'5      35'6B     28'5A     ----      33'6    +1'3           8       32'3                    2033
5350       35'2      39'4B     32'1A     ----      37'4    +1'3           1       36'1                     579
5400       ----      43'4B     35'7A     ----      41'3    +1'3                   40'0                    2800
5450       43'0      47'5B     39'6A     ----      45'4    +1'4           1       44'0                     280
5500       ----      51'6B     43'6A     ----      49'5    +1'4                   48'1                    3939
5550       51'2      55'7B     47'6A     ----      54'0    +1'5           1       52'3                      51
5600       ----      60'4B     52'2A     ----      58'3    +1'5                   56'6                     764
5650       ----      64'7B     56'4A     ----      62'6    +1'5                   61'1                      32
5700       ----      69'3B     60'7A     ----      67'2    +1'5                   65'5                     413
5750       ----      74'1B     65'3A     ----      71'7    +1'6                   70'1
5800       ----      78'6B     69'7A     ----      76'4    +1'6                   74'6                      24
5850       ----      83'4B     74'4A     ----      81'2    +1'7                   79'3
5900       ----      88'2B     79'1A     ----      86'0    +1'7                   84'1                      12
5950       ----      93'0B     83'7A     ----      90'6    +1'7                   88'7
6000       ----      97'7B     88'5A     ----      95'4    +1'7                   93'5                    1237
6050       ----     102'6B     93'3A     ----     100'3    +1'7                   98'4
6100       ----     107'5B     98'2A     ----     105'2    +2'0                  103'2                    3296
6150       ----     112'4B    103'0A     ----     110'1    +2'0                  108'1
6200       ----     117'3B    107'7A     ----     115'0    +2'0                  113'0                     850
6250       ----     122'2B    112'6A     ----     119'7    +1'7                  118'0
6300       ----     127'2B    117'5A     ----     124'7    +2'0                  122'7                    2350
6350       ----     132'1B    122'4A     ----     129'6    +2'0                  127'6
6400       ----     137'1B    127'4A     ----     134'6    +2'0                  132'6                    1060
6450       ----     142'1B    132'3A     ----     139'5    +2'0                  137'5
6500       ----     147'1B    137'3A     ----     144'5    +2'0                  142'5
6550       ----     152'0B    142'3A     ----     149'5    +2'0                  147'5
6600       ----     157'1B    147'2A     ----     154'4    +1'7                  152'5
6650       ----     162'1B    152'5A     ----     159'4    +2'0                  157'4
6700       ----     167'0B    157'5A     ----     164'4    +2'0                  162'4
6750       ----     172'0B    162'5A     ----     169'4    +2'0                  167'4
6800       ----     177'0B    167'4A     ----     174'4    +2'0                  172'4
6900       ----     187'0B    177'4A     ----     184'4    +2'0                  182'4
7000       ----     197'0B    187'4A     ----     194'4    +2'0                  192'4
7100       ----     207'0B    197'4A     ----     204'4    +2'0                  202'4
7200       ----     217'0B    207'4A     ----     214'4    +2'0                  212'4
7300       ----     227'0B    217'4A     ----     224'4    +2'0                  222'4
7400       ----     237'0B    227'4A     ----     234'4    +2'0                  232'4
7500       ----     247'0B    237'4A     ----     244'4    +2'0                  242'4
7600       ----     257'0B    247'4A     ----     254'4    +2'0                  252'4
7700       ----     267'0B    257'4A     ----     264'4    +2'0                  262'4
7800       ----     277'0B    267'4A     ----     274'4    +2'0                  272'4
7900       ----     287'0B    277'4A     ----     284'4    +2'0                  282'4
8000       ----     297'0B    287'4A     ----     294'4    +2'0                  292'4
8100       ----     307'0B    297'4A     ----     304'4    +2'0                  302'4
8200       ----     317'0B    307'4A     ----     314'4    +2'0                  312'4
8300       ----     327'0B    317'4A     ----     324'4    +2'0                  322'4
8400       ----     337'0B    327'4A     ----     334'4    +2'0                  332'4
8500       ----     347'0B    337'4A     ----     344'4    +2'0                  342'4
8600       ----     357'0B    347'4A     ----     354'4    +2'0                  352'4
8700       ----     367'0B    357'4A     ----     364'4    +2'0                  362'4
8800       ----     377'0B    367'4A     ----     374'4    +2'0                  372'4
8900       ----     387'0B    377'4A     ----     384'4    +2'0                  382'4
9000       ----     397'0B    387'4A     ----     394'4    +2'0                  392'4
9100       ----     407'0B    397'4A     ----     404'4    +2'0                  402'4
9200       ----     417'0B    407'4A     ----     414'4    +2'0                  412'4
9300       ----     427'0B    417'4A     ----     424'4    +2'0                  422'4
WZ OCT19 Wheat Options PUT
3900       ----      ----      ----      ----        '1    UNCH                     '1                      20
3950       ----      ----      ----      ----        '1    UNCH                     '1
4000       ----      ----      ----      ----        '2    UNCH                     '2                       6
4050       ----      ----      ----      ----        '2    UNCH                     '2                       4
4100       ----      ----      ----      ----        '3    UNCH                     '3                      53
4150       ----      ----      ----      ----        '3     -'1                     '4          20          20
4200       ----      ----      ----      ----        '4    UNCH                     '4                      10
4250       ----      ----      ----      ----        '6    UNCH                     '6                       1
4300       ----      ----      ----      ----        '7    UNCH                     '7                      16
4350       ----      ----       1'0A     ----       1'1    UNCH                    1'1                      24
4400       ----       1'4B      1'2A     ----       1'3    UNCH           2        1'3           2          52
4450       ----       1'7B      1'4A     ----       1'6    UNCH                    1'6                      50
4500       ----       2'2B      1'6A     ----       2'1    UNCH                    2'1                      95
4550        2'5       2'7B      2'2A     ----       2'5    UNCH           8        2'5           2          48
4600       ----       3'5B      2'6A     ----       3'2     +'1          18        3'1                      66
4650       ----       4'3B      3'2A     ----       4'0     +'1                    3'7                      44
4700       ----       5'3B      4'0A     ----       4'7     +'1          29        4'6                     140
4750        5'7       6'4B      4'7A     ----       5'7     +'1           2        5'6                      20
4800        7'0       7'6B      5'7A     ----       7'1     +'2           4        6'7           2         112
4850        8'1       9'2B      7'0A     ----       8'4     +'2          24        8'2                      56
4900        9'5      11'0B      8'2A     ----      10'1     +'3           1        9'6           1         148
4950       11'3      12'7B      9'6A     ----      11'7     +'3          26       11'4                      43
5000       14'0      15'0B     11'4A     ----      13'7     +'4          15       13'3                     200
5050       ----      17'2B     13'3A     ----      16'1     +'5                   15'4                      44
5100       ----      19'7B     15'4A     ----      18'4     +'6          10       17'6           2          61
5150       19'6      22'4B     17'6A     ----      21'0     +'6           8       20'2                     103
5200       ----      25'4B     20'2A     ----      23'7    +1'0         235       22'7                     524
5250       ----      28'4B     23'0A     ----      26'6    +1'0                   25'6           3          78
5300       ----      31'6B     25'7A     ----      29'7    +1'1                   28'6                     138
5350       ----      35'1B     28'7A     ----      33'1    +1'1                   32'0                      50
5400       ----      38'5B     32'1A     ----      36'5    +1'2                   35'3                      55
5450       ----      42'0B     35'4A     ----      40'1    +1'2                   38'7                     143
5500       ----      45'5B     38'7A     ----      43'7    +1'3                   42'4                     458
5550       ----      49'4B     42'5A     ----      47'5    +1'3                   46'2                     441
5600       ----      53'4B     46'3A     ----      51'5    +1'4                   50'1                      43
5650       ----      57'5B     50'1A     ----      55'5    +1'4                   54'1
5700       ----      61'5B     54'1A     ----      59'6    +1'4                   58'2
5750       ----      65'7B     58'2A     ----      64'0    +1'5                   62'3                      15
5800       ----      70'2B     62'3A     ----      68'2    +1'5                   66'5                       4
5850       ----      74'5B     66'7A     ----      72'5    +1'5                   71'0
5900       ----      79'1B     71'2A     ----      77'1    +1'6                   75'3
5950       ----      83'6B     75'5A     ----      81'4    +1'5                   79'7
6000       ----      88'2B     80'0A     ----      86'1    +1'6                   84'3
6050       ----      92'7B     84'4A     ----      90'6    +1'7                   88'7
6100       ----      97'5B     89'1A     ----      95'3    +1'7                   93'4
6150       ----     102'2B     93'6A     ----     100'0    +1'6                   98'2
6200       ----     107'0B     99'1A     ----     104'6    +1'7                  102'7
6250       ----     111'6B    103'7A     ----     109'4    +1'7                  107'5
6300       ----     116'6B    108'5A     ----     114'2    +1'7                  112'3
6350       ----     121'3B    113'3A     ----     119'0    +1'7                  117'1
6400       ----     126'2B    118'1A     ----     123'7    +1'7                  122'0
6450       ----     131'1B    122'7A     ----     128'6    +2'0                  126'6
6500       ----     136'0B    127'6A     ----     133'5    +2'0                  131'5
6550       ----     140'7B    132'4A     ----     138'4    +2'0                  136'4
6600       ----     145'6B    137'3A     ----     143'3    +2'0                  141'3
6650       ----     150'7B    142'2A     ----     148'2    +2'0                  146'2
6700       ----     155'5B    147'1A     ----     153'1    +1'7                  151'2
6750       ----     160'6B    152'1A     ----     158'1    +2'0                  156'1
6800       ----     162'0B    160'0A     ----     163'0    +2'0                  161'0
6850       ----     166'7B    165'0A     ----     168'0    +2'0                  166'0
6900       ----     171'7B    170'0A     ----     172'7    +1'7                  171'0
WZ DEC19 Wheat Options PUT
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1                       4
3200       ----      ----      ----      ----        '1    UNCH                     '1                       1
3300       ----      ----      ----      ----        '1    UNCH                     '1                      20
3400       ----      ----      ----      ----        '1    UNCH                     '1                      20
3500       ----      ----      ----      ----        '1    UNCH                     '1                      34
3600       ----      ----      ----      ----        '1    UNCH                     '1                     103
3700       ----      ----      ----      ----        '2    UNCH                     '2                      51
3800       ----      ----      ----      ----        '3    UNCH                     '3                    1018
3900       ----      ----      ----      ----        '5    UNCH                     '5                      43
4000       ----      ----      ----      ----        '7    UNCH                     '7                    2643
4100       ----      ----       1'1A     ----       1'2    UNCH                    1'2                    4755
4200       ----      ----       1'5A     ----       1'7    UNCH                    1'7           1         878
4300       ----       2'6B      2'2A     ----       2'5    UNCH                    2'5                     606
4400       ----       3'7B      3'1A     ----       3'5    UNCH                    3'5                    1347
4500       ----       5'3B      4'3A     ----       5'0     +'1                    4'7         100        1351
4600       ----       7'2B      5'7A     ----       6'7     +'2           3        6'5         102        2515
4700        8'2       9'6B      7'7A     ----       9'2     +'3          43        8'7          10        2320
4800       ----      12'7B     10'4A     ----      12'1     +'3                   11'6           1        1441
4900       ----      16'5B     13'5A     ----      15'6     +'4                   15'2           2        3508
5000       19'3      21'1B     17'3A     ----      20'0     +'5          50       19'3         110        7013
5100       ----      26'1B     21'6A     ----      24'7     +'7                   24'0           1        4911
5200       29'5      31'7B     26'7A     ----      30'3    +1'0         107       29'3         122        3109
5300       35'3      38'0B     32'3A     ----      36'3    +1'1          20       35'2           2        1127
5400       ----      44'5B     38'5A     ----      43'0    +1'3                   41'5                     499
5500       ----      51'7B     45'2A     ----      50'0    +1'4                   48'4          10        6026
5600       ----      58'7B     52'2A     ----      57'3    +1'4                   55'7                    1055
5700       ----      66'5B     59'7A     ----      65'1    +1'5                   63'4          10        1120
5800       ----      74'6B     67'5A     ----      73'2    +1'6                   71'4                     404
5900       ----      83'2B     75'6A     ----      81'4    +1'5                   79'7                       2
6000       ----      91'7B     84'1A     ----      90'1    +1'6                   88'3           5         323
6100       ----     100'6B     93'6A     ----      98'7    +1'6                   97'1
6200       ----     109'6B    102'4A     ----     107'7    +1'6                  106'1
6300       ----     119'0B    111'4A     ----     116'7    +1'6                  115'1
6400       ----     128'2B    120'6A     ----     126'1    +1'6                  124'3
6500       ----     137'5B    130'0A     ----     135'4    +1'6                  133'6
6600       ----     147'2B    139'3A     ----     145'0    +1'7                  143'1                       7
6700       ----     157'0B    148'7A     ----     154'4    +1'6                  152'6
6800       ----     166'4B    158'3A     ----     164'1    +1'7                  162'2                       1
6900       ----     176'2B    168'0A     ----     173'7    +1'7                  172'0                       1
7000       ----     186'0B    177'6A     ----     183'5    +2'0                  181'5
7100       ----     195'6B    187'4A     ----     193'3    +1'7                  191'4
7200       ----     205'6B    197'2A     ----     203'1    +1'7                  201'2
7300       ----     215'5B    207'0A     ----     213'0    +1'7                  211'1
7400       ----     225'3B    216'6A     ----     222'7    +1'7                  221'0                       1
7500       ----     235'4B    226'6A     ----     232'7    +2'0                  230'7
7600       ----     245'4B    236'5A     ----     242'6    +2'0                  240'6
7700       ----     255'4B    246'5A     ----     252'6    +2'0                  250'6
7800       ----     265'4B    256'5A     ----     262'6    +2'0                  260'6
7900       ----     275'4B    266'5A     ----     272'6    +2'0                  270'6
8000       ----     285'4B    276'5A     ----     282'6    +2'0                  280'6
8100       ----     295'4B    286'5A     ----     292'6    +2'0                  290'6
8200       ----     305'4B    296'5A     ----     302'6    +2'0                  300'6
8300       ----     315'4B    306'5A     ----     312'6    +2'0                  310'6
8400       ----     325'4B    316'5A     ----     322'6    +2'0                  320'6
8500       ----     335'4B    326'5A     ----     332'6    +2'0                  330'6
8600       ----     345'4B    336'5A     ----     342'6    +2'0                  340'6
8700       ----     355'4B    346'5A     ----     352'6    +2'0                  350'6
8800       ----     365'4B    356'5A     ----     362'6    +2'0                  360'6
9000       ----     381'7B    379'7A     ----     382'6    +2'0                  380'6
10000      ----     481'7B    479'7A     ----     482'6    +2'0                  480'6
12000      ----     681'7B    679'7A     ----     682'6    +2'0                  680'6
WZ MAR20 Wheat Options PUT
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1                       1
3500       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1     -'1                     '2
3700       ----      ----      ----      ----        '2     -'1                     '3
3800       ----      ----      ----      ----        '4    UNCH                     '4                      50
3900       ----      ----      ----      ----        '6    UNCH                     '6                      13
4000       ----      ----      ----      ----       1'0    UNCH                    1'0                     271
4100       ----      ----       1'3A     ----       1'4    UNCH                    1'4                     371
4200       ----      ----       1'7A     ----       2'1    UNCH                    2'1                      78
4300       ----      ----       2'5A     ----       3'0     +'1                    2'7                     105
4400       ----      ----       3'5A     ----       4'0    UNCH                    4'0                     261
4500       ----       5'3B      4'6A     ----       5'3     +'1                    5'2                     246
4600        6'1       7'1B      6'1      ----       7'1     +'1          46        7'0                     829
4700       ----       9'3B      8'3A     ----       9'3     +'2                    9'1                    1320
4800       ----      12'1B     10'6A     ----      12'0     +'2                   11'6                     851
4900       ----      15'3B     13'6A     ----      15'1     +'2                   14'7                     126
5000       19'6      19'6      17'2A     ----      18'7     +'2           2       18'5          50        1780
5100       ----      23'4B     21'0A     ----      23'2     +'3                   22'7                    1073
5200       ----      28'4B     25'5A     ----      28'1     +'4                   27'5                    1320
5300       ----      34'1B     30'7A     ----      33'4     +'5           7       32'7                    1002
5400       ----      40'1B     36'6A     ----      39'3     +'5                   38'6                     579
5500       ----      46'3B     43'0A     ----      45'6     +'7                   44'7                     576
5600       ----      52'4B     49'4A     ----      52'4     +'7                   51'5                     844
5700       ----      58'7B     58'0A     ----      59'5    +1'0                   58'5                      67
5800       ----      66'3B     65'2A     ----      67'1    +1'1                   66'0                      40
5900       ----      74'2B     72'6A     ----      74'7    +1'2                   73'5                       5
6000       ----      82'3B     80'4A     ----      82'7    +1'3                   81'4                     100
6100       ----      90'5B     88'5A     ----      91'1    +1'3                   89'6
6200       ----      99'2B     96'7A     ----      99'5    +1'4                   98'1
6300       ----     108'0B    105'3A     ----     108'2    +1'4                  106'6
6400       ----      ----     114'5A     ----     117'0    +1'4                  115'4
6500       ----      ----     123'4A     ----     126'0    +1'4                  124'4
6600       ----      ----     132'4A     ----     135'1    +1'4                  133'5
6700       ----      ----     141'5A     ----     144'3    +1'5                  142'6
6800       ----      ----     150'7A     ----     153'5    +1'4                  152'1
6900       ----      ----     160'2A     ----     163'0    +1'4                  161'4
7000       ----      ----     169'5A     ----     172'4    +1'4                  171'0
7100       ----      ----     179'1A     ----     182'1    +1'5                  180'4
7200       ----      ----     188'5A     ----     191'6    +1'5                  190'1
7300       ----      ----     198'2A     ----     201'3    +1'5                  199'6
7400       ----      ----      ----      ----     211'1    +1'5                  209'4
7500       ----      ----      ----      ----     220'7    +1'5                  219'2
7600       ----      ----      ----      ----     230'5    +1'5                  229'0
7700       ----      ----      ----      ----     240'4    +1'5                  238'7
7800       ----      ----      ----      ----     250'3    +1'5                  248'6
7900       ----      ----      ----      ----     260'3    +1'6                  258'5
8000       ----      ----      ----      ----     270'2    +1'6                  268'4
8100       ----      ----      ----      ----     280'2    +1'6                  278'4
8200       ----      ----      ----      ----     290'2    +1'6                  288'4
8300       ----      ----      ----      ----     300'2    +1'6                  298'4
8400       ----      ----      ----      ----     310'2    +1'6                  308'4
8500       ----      ----      ----      ----     320'2    +1'6                  318'4
WZ MAY20 Wheat Options PUT
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '2     +'1                     '1
3500       ----      ----      ----      ----        '3     +'2                     '1
3600       ----      ----      ----      ----        '4     +'2                     '2
3700       ----      ----      ----      ----        '5     +'2                     '3
3800       ----      ----      ----      ----        '7     +'3                     '4
3900       ----      ----      ----      ----       1'1     +'3                     '6
4000       ----      ----      ----      ----       1'4     +'3                    1'1
4100       ----      ----      ----      ----       2'0     +'3                    1'5
4200       ----      ----      ----      ----       2'5     +'3                    2'2
4300       ----      ----      ----      ----       3'4     +'4                    3'0
4400       ----      ----      ----      ----       4'4     +'3                    4'1
4500       ----      ----      ----      ----       5'7     +'4                    5'3                      13
4600       ----      ----      ----      ----       7'4     +'3                    7'1
4700       ----      ----      ----      ----       9'5     +'4                    9'1                     829
4800       ----      ----      ----      ----      12'1     +'4                   11'5
4900       ----      ----      ----      ----      15'2     +'5                   14'5
5000       ----      ----      ----      ----      18'7     +'6                   18'1
5100       ----      ----      ----      ----      23'0     +'7                   22'1                      70
5200       ----      ----      ----      ----      27'5    +1'0                   26'5
5300       ----      ----      ----      ----      32'6    +1'1                   31'5
5400       ----      ----      ----      ----      38'4    +1'3                   37'1                      25
5500       ----      ----      ----      ----      44'4    +1'4                   43'0
5600       ----      ----      ----      ----      51'0    +1'5                   49'3                       4
5700       ----      ----      ----      ----      57'7    +1'6                   56'1
5800       ----      ----      ----      ----      65'0    +1'6                   63'2
5900       ----      ----      ----      ----      72'4    +1'6                   70'6
6000       ----      ----      ----      ----      80'3    +2'0                   78'3
6100       ----      ----      ----      ----      88'3    +2'0                   86'3
6200       ----      ----      ----      ----      96'5    +2'0                   94'5
6300       ----      ----      ----      ----     105'0    +2'0                  103'0
6400       ----      ----      ----      ----     113'5    +2'0                  111'5
6500       ----      ----      ----      ----     122'3    +2'0                  120'3
6600       ----      ----      ----      ----     131'3    +2'1                  129'2
6700       ----      ----      ----      ----     140'3    +2'1                  138'2
6800       ----      ----      ----      ----     149'4    +2'1                  147'3
6900       ----      ----      ----      ----     158'6    +2'0                  156'6
7000       ----      ----      ----      ----     168'1    +2'1                  166'0
7100       ----      ----      ----      ----     177'5    +2'1                  175'4
7200       ----      ----      ----      ----     187'1    +2'1                  185'0
7300       ----      ----      ----      ----     196'5    +2'1                  194'4
7400       ----      ----      ----      ----     206'2    +2'1                  204'1
7500       ----      ----      ----      ----     216'0    +2'1                  213'7
7600       ----      ----      ----      ----     225'6    +2'2                  223'4
7700       ----      ----      ----      ----     235'4    +2'2                  233'2
7800       ----      ----      ----      ----     245'2    +2'1                  243'1
7900       ----      ----      ----      ----     255'1    +2'2                  252'7
8000       ----      ----      ----      ----     265'0    +2'2                  262'6
8100       ----      ----      ----      ----     274'7    +2'1                  272'6
8200       ----      ----      ----      ----     284'7    +2'2                  282'5
8300       ----      ----      ----      ----     294'6    +2'2                  292'4
8400       ----      ----      ----      ----     304'6    +2'2                  302'4
8500       ----      ----      ----      ----     314'6    +2'2                  312'4
WZ JLY20 Wheat Options PUT
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '2     +'1                     '1
3500       ----      ----      ----      ----        '2    UNCH                     '2
3600       ----      ----      ----      ----        '3    UNCH                     '3
3700       ----      ----      ----      ----        '5     +'1                     '4
3800       ----      ----      ----      ----        '7     +'1                     '6
3900       ----      ----      ----      ----       1'2     +'2                    1'0
4000       ----      ----      ----      ----       1'6     +'2                    1'4
4100       ----      ----      ----      ----       2'3     +'2                    2'1
4200       ----      ----      ----      ----       3'1     +'2                    2'7
4300       ----      ----      ----      ----       4'1     +'3                    3'6                      10
4400       ----      ----      ----      ----       5'3     +'3                    5'0                      10
4500       ----      ----      ----      ----       7'0     +'4                    6'4
4600       ----      ----      ----      ----       8'7     +'4                    8'3
4700       ----      ----      ----      ----      11'2     +'5                   10'5                     410
4800       ----      ----      ----      ----      14'0     +'6                   13'2
4900       ----      ----      ----      ----      17'2     +'7                   16'3
5000       ----      ----      ----      ----      21'0    +1'0                   20'0                      20
5100       ----      ----      ----      ----      25'2    +1'2                   24'0                     440
5200       ----      ----      ----      ----      30'0    +1'3                   28'5                      14
5300       ----      ----      ----      ----      35'1    +1'4                   33'5                       1
5400       ----      ----      ----      ----      40'7    +1'6                   39'1                      15
5500       ----      ----      ----      ----      46'7    +1'7                   45'0                     235
5600       ----      ----      ----      ----      53'3    +2'0                   51'3                    2100
5700       ----      ----      ----      ----      60'1    +2'1                   58'0
5800       ----      ----      ----      ----      67'2    +2'1                   65'1
5900       ----      ----      ----      ----      74'5    +2'2                   72'3                       5
6000       ----      ----      ----      ----      82'3    +2'3                   80'0
6100       ----      ----      ----      ----      90'2    +2'3                   87'7
6200       ----      ----      ----      ----      98'3    +2'4                   95'7
6300       ----      ----      ----      ----     106'5    +2'3                  104'2
6400       ----      ----      ----      ----     115'1    +2'4                  112'5
6500       ----      ----      ----      ----     123'6    +2'4                  121'2
6600       ----      ----      ----      ----     132'4    +2'4                  130'0
6700       ----      ----      ----      ----     141'4    +2'5                  138'7
6800       ----      ----      ----      ----     150'4    +2'5                  147'7
6900       ----      ----      ----      ----     159'5    +2'5                  157'0
7000       ----      ----      ----      ----     168'7    +2'5                  166'2
7100       ----      ----      ----      ----     178'2    +2'5                  175'5
7200       ----      ----      ----      ----     187'5    +2'5                  185'0
7300       ----      ----      ----      ----     197'1    +2'5                  194'4
7400       ----      ----      ----      ----     206'5    +2'5                  204'0
7500       ----      ----      ----      ----     216'2    +2'5                  213'5
7600       ----      ----      ----      ----     226'0    +2'6                  223'2
7700       ----      ----      ----      ----     235'5    +2'6                  232'7
7800       ----      ----      ----      ----     245'3    +2'6                  242'5
7900       ----      ----      ----      ----     255'2    +2'7                  252'3
8000       ----      ----      ----      ----     265'1    +2'7                  262'2
8100       ----      ----      ----      ----     275'0    +2'7                  272'1
8200       ----      ----      ----      ----     284'7    +2'7                  282'0
8300       ----      ----      ----      ----     294'6    +2'7                  291'7
8400       ----      ----      ----      ----     304'6    +3'0                  301'6
8500       ----      ----      ----      ----     314'6    +3'0                  311'6
8600       ----      ----      ----      ----     324'6    +3'0                  321'6
8700       ----      ----      ----      ----     334'6    +3'0                  331'6
8800       ----      ----      ----      ----     344'6    +3'0                  341'6
8900       ----      ----      ----      ----     354'6    +3'0                  351'6
9000       ----      ----      ----      ----     364'6    +3'0                  361'6
WZ SEP20 Wheat Options PUT
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3500       ----      ----      ----      ----        '2    UNCH                     '2
3600       ----      ----      ----      ----        '3    UNCH                     '3
3700       ----      ----      ----      ----        '4    UNCH                     '4
3800       ----      ----      ----      ----        '6    UNCH                     '6
3900       ----      ----      ----      ----       1'2     +'1                    1'1
4000       ----      ----      ----      ----       1'6     +'1                    1'5
4100       ----      ----      ----      ----       2'3    UNCH                    2'3
4200       ----      ----      ----      ----       3'3     +'2                    3'1
4300       ----      ----      ----      ----       4'4     +'2                    4'2
4400       ----      ----      ----      ----       5'7     +'3                    5'4
4500       ----      ----      ----      ----       7'5     +'4                    7'1
4600       ----      ----      ----      ----       9'5     +'5                    9'0
4700       ----      ----      ----      ----      12'0     +'6                   11'2
4800       ----      ----      ----      ----      14'6    +1'0                   13'6
4900       ----      ----      ----      ----      18'0    +1'2                   16'6
5000       ----      ----      ----      ----      21'4    +1'2                   20'2
5100       ----      ----      ----      ----      25'4    +1'3                   24'1                     880
5200       ----      ----      ----      ----      29'7    +1'3                   28'4
5300       ----      ----      ----      ----      34'6    +1'4                   33'2
5400       ----      ----      ----      ----      40'0    +1'4                   38'4
5500       ----      ----      ----      ----      45'6    +1'5                   44'1
5600       ----      ----      ----      ----      51'7    +1'5                   50'2
5700       ----      ----      ----      ----      58'3    +1'6                   56'5
5800       ----      ----      ----      ----      65'3    +2'0                   63'3
5900       ----      ----      ----      ----      72'4    +2'0                   70'4
6000       ----      ----      ----      ----      80'0    +2'2                   77'6
6100       ----      ----      ----      ----      87'5    +2'3                   85'2
6200       ----      ----      ----      ----      95'4    +2'4                   93'0
6300       ----      ----      ----      ----     103'4    +2'4                  101'0
6400       ----      ----      ----      ----     111'6    +2'5                  109'1
6500       ----      ----      ----      ----     120'1    +2'5                  117'4
6600       ----      ----      ----      ----     128'6    +2'6                  126'0
6700       ----      ----      ----      ----     137'3    +2'6                  134'5
6800       ----      ----      ----      ----     146'2    +2'7                  143'3
6900       ----      ----      ----      ----     155'1    +2'7                  152'2
7000       ----      ----      ----      ----     164'1    +2'7                  161'2
7100       ----      ----      ----      ----     173'3    +3'0                  170'3
7200       ----      ----      ----      ----     182'5    +3'1                  179'4
7300       ----      ----      ----      ----     191'7    +3'1                  188'6
7400       ----      ----      ----      ----     201'2    +3'1                  198'1
7500       ----      ----      ----      ----     210'6    +3'1                  207'5
7600       ----      ----      ----      ----     220'2    +3'1                  217'1
